# Time(s) i_C(A) V_C(V) V_R5(V) V_L1(V) Vg1(V) Vg2(V)
0.04961000 0.63131586 -38.43722655 6.31315860 42.17936145 -24.17207119 -8.05735706
0.04962000 0.63185765 -37.80563905 6.31857651 42.26167950 -23.55657664 -7.85219221
0.04963000 0.63239046 -37.17351424 6.32390463 42.34339693 -22.94074730 -7.64691577
0.04964000 0.63291429 -36.54086112 6.32914287 42.42451256 -22.32459191 -7.44153064
0.04965000 0.63342912 -35.90768867 6.33429116 42.50502524 -21.70811925 -7.23603975
0.04966000 0.63393494 -35.27400589 6.33934943 42.58493384 -21.09133807 -7.03044602
0.04967000 0.63443176 -34.63982179 6.34431760 42.66423721 -20.47425713 -6.82475238
0.04968000 0.63491956 -34.00514537 6.34919560 42.74293422 -19.85688520 -6.61896173
0.04969000 0.63539834 -33.36998567 6.35398337 42.82102377 -19.23923107 -6.41307702
0.04970000 0.63586808 -32.73435171 6.35868083 42.89850473 -18.62130350 -6.20710117
0.04971000 0.63632879 -32.09825252 6.36328793 42.97537601 -18.00311129 -6.00103710
0.04972000 0.63678046 -31.46169714 6.36780458 43.05163652 -17.38466321 -5.79488774
0.04973000 0.63722307 -30.82469462 6.37223074 43.12728516 -16.76596805 -5.58865602
0.04974000 0.63765663 -30.18725401 6.37656633 43.20232087 -16.14703462 -5.38234487
0.04975000 0.63808113 -29.54938437 6.38081129 43.27674258 -15.52787170 -5.17595723
0.04976000 0.63849656 -28.91109477 6.38496557 43.35054924 -14.90848809 -4.96949603
0.04977000 0.63890291 -28.27239428 6.38902911 43.42373978 -14.28889260 -4.76296420
0.04978000 0.63930018 -27.63329198 6.39300185 43.49631318 -13.66909404 -4.55636468
0.04979000 0.63968837 -26.99379694 6.39688372 43.56826840 -13.04910120 -4.34970040
0.04980000 0.64006747 -26.35391827 6.40067468 43.63960442 -12.42892291 -4.14297430
0.04981000 0.64043747 -25.71366504 6.40437468 43.71032022 -11.80856798 -3.93618933
0.04982000 0.64079837 -25.07304636 6.40798365 43.78041480 -11.18804522 -3.72934841
0.04983000 0.64115016 -24.43207135 6.41150155 43.84988717 -10.56736345 -3.52245448
0.04984000 0.64149283 -23.79074909 6.41492833 43.91873633 -9.94653150 -3.31551050
0.04985000 0.64182639 -23.14908872 6.41826394 43.98696131 -9.32555819 -3.10851940
0.04986000 0.64215083 -22.50709934 6.42150833 44.05456114 -8.70445234 -2.90148411
0.04987000 0.64246615 -21.86479009 6.42466146 44.12153486 -8.08322278 -2.69440759
0.04988000 0.64277233 -21.22217009 6.42772328 44.18788151 -7.46187834 -2.48729278
0.04989000 0.64306937 -20.57924848 6.43069375 44.25360015 -6.84042785 -2.28014262
0.04990000 0.64335728 -19.93603439 6.43357282 44.31868985 -6.21888014 -2.07296005
0.04991000 0.64363605 -19.29253697 6.43636046 44.38314968 -5.59724405 -1.86574802
0.04992000 0.64390566 -18.64876535 6.43905662 44.44697874 -4.97552841 -1.65850947
0.04993000 0.64416613 -18.00472869 6.44166127 44.51017610 -4.35374205 -1.45124735
0.04994000 0.64441744 -17.36043615 6.44417437 44.57274087 -3.73189382 -1.24396461
0.04995000 0.64465959 -16.71589687 6.44659588 44.63467217 -3.10999255 -1.03666418
0.04996000 0.64489258 -16.07112002 6.44892578 44.69596911 -2.48804708 -0.82934903
0.04997000 0.64511640 -15.42611477 6.45116402 44.75663082 -1.86606625 -0.62202208
0.04998000 0.64533106 -14.78089028 6.45331057 44.81665644 -1.24405890 -0.41468630
0.04999000 0.64553654 -14.13545571 6.45536541 44.87604512 -0.62203387 -0.20734462
0.05000000 0.64573285 -13.48982025 6.45732850 44.93479601 -0.00000000 -0.00000000
0.05001000 0.64591998 -12.84399307 6.45919982 44.99290827 0.62203387 0.20734462
0.05002000 0.64609793 -12.19798335 6.46097934 45.05038109 1.24405890 0.41468630
0.05003000 0.64626670 -11.55180026 6.46266704 45.10721364 1.86606625 0.62202208
0.05004000 0.64642629 -10.90545300 6.46426288 45.16340512 2.48804708 0.82934903
0.05005000 0.64657669 -10.25895075 6.46576686 45.21895472 3.10999255 1.03666418
0.05006000 0.64671789 -9.61230270 6.46717894 45.27386167 3.73189382 1.24396461
0.05007000 0.64684991 -8.96551803 6.46849911 45.32812517 4.35374205 1.45124735
0.05008000 0.64697273 -8.31860594 6.46972735 45.38174446 4.97552841 1.65850947
0.05009000 0.64708636 -7.67157562 6.47086363 45.43471878 5.59724405 1.86574802
0.05010000 0.64719080 -7.02443628 6.47190796 45.48704737 6.21888014 2.07296005
0.05011000 0.64728603 -6.37719710 6.47286030 45.53872948 6.84042785 2.28014262
0.05012000 0.64737206 -5.72986728 6.47372065 45.58976439 7.46187834 2.48729278
0.05013000 0.64744890 -5.08245603 6.47448899 45.64015137 8.08322278 2.69440759
0.05014000 0.64751653 -4.43497255 6.47516532 45.68988970 8.70445234 2.90148411
0.05015000 0.64757496 -3.78742604 6.47574962 45.73897868 9.32555819 3.10851940
0.05016000 0.64762419 -3.13982570 6.47624188 45.78741761 9.94653150 3.31551050
0.05017000 0.64766421 -2.49218073 6.47664210 45.83520579 10.56736345 3.52245448
0.05018000 0.64769503 -1.84450034 6.47695028 45.88234255 11.18804522 3.72934841
0.05019000 0.64771664 -1.19679374 6.47716640 45.92882723 11.80856798 3.93618933
0.05020000 0.64772905 -0.54907013 6.47729047 45.97465915 12.42892291 4.14297430
0.05021000 0.64773225 0.09866128 6.47732248 46.01983768 13.04910120 4.34970040
0.05022000 0.64772624 0.74639130 6.47726244 46.06436216 13.66909404 4.55636468
0.05023000 0.64771103 1.39411070 6.47711034 46.10823196 14.28889260 4.76296420
0.05024000 0.64768662 2.04181029 6.47686618 46.15144647 14.90848809 4.96949603
0.05025000 0.64765300 2.68948087 6.47652997 46.19400505 15.52787170 5.17595723
0.05026000 0.64761017 3.33711322 6.47610172 46.23590713 16.14703462 5.38234487
0.05027000 0.64755814 3.98469815 6.47558143 46.27715208 16.76596805 5.58865602
0.05028000 0.64749691 4.63222644 6.47496910 46.31773934 17.38466321 5.79488774
0.05029000 0.64742648 5.27968890 6.47426476 46.35766831 18.00311129 6.00103710
0.05030000 0.64734684 5.92707632 6.47346839 46.39693845 18.62130350 6.20710117
0.05031000 0.64725800 6.57437951 6.47258003 46.43554918 19.23923107 6.41307702
0.05032000 0.64715997 7.22158926 6.47159967 46.47349995 19.85688520 6.61896173
0.05033000 0.64705273 7.86869638 6.47052734 46.51079024 20.47425713 6.82475238
0.05034000 0.64693631 8.51569167 6.46936305 46.54741951 21.09133807 7.03044602
0.05035000 0.64681068 9.16256593 6.46810682 46.58338723 21.70811925 7.23603975
0.05036000 0.64667587 9.80930996 6.46675866 46.61869290 22.32459191 7.44153064
0.05037000 0.64653186 10.45591459 6.46531859 46.65333602 22.94074730 7.64691577
0.05038000 0.64637866 11.10237062 6.46378663 46.68731609 23.55657664 7.85219221
0.05039000 0.64621628 11.74866886 6.46216282 46.72063262 24.17207119 8.05735706
0.05040000 0.64604472 12.39480012 6.46044715 46.75328516 24.78722220 8.26240740
0.05041000 0.64586397 13.04075523 6.45863968 46.78527323 25.40202094 8.46734031
0.05042000 0.64567404 13.68652500 6.45674041 46.81659637 26.01645865 8.67215288
0.05043000 0.64547494 14.33210025 6.45474937 46.84725415 26.63052661 8.87684220
0.05044000 0.64526666 14.97747181 6.45266660 46.87724613 27.24421610 9.08140537
0.05045000 0.64504921 15.62263051 6.45049212 46.90657187 27.85751838 9.28583946
0.05046000 0.64482260 16.26756718 6.44822597 46.93523097 28.47042474 9.49014158
0.05047000 0.64458682 16.91227265 6.44586817 46.96322302 29.08292648 9.69430883
0.05048000 0.64434188 17.55673776 6.44341876 46.99054761 29.69501489 9.89833830
0.05049000 0.64408778 18.20095335 6.44087778 47.01720437 30.30668126 10.10222709
0.05050000 0.64382453 18.84491027 6.43824526 47.04319291 30.91791691 10.30597230
0.05051000 0.64355212 19.48859935 6.43552123 47.06851286 31.52871314 10.50957105
0.05052000 0.64327057 20.13201146 6.43270575 47.09316386 32.13906129 10.71302043
0.05053000 0.64297988 20.77513745 6.42979883 47.11714556 32.74895266 10.91631755
0.05054000 0.64268005 21.41796818 6.42680054 47.14045763 33.35837860 11.11945953
0.05055000 0.64237109 22.06049452 6.42371091 47.16309972 33.96733045 11.32244348
0.05056000 0.64205300 22.70270732 6.42052998 47.18507152 34.57579954 11.52526651
0.05057000 0.64172578 23.34459747 6.41725781 47.20637272 35.18377724 11.72792575
0.05058000 0.64138944 23.98615585 6.41389443 47.22700301 35.79125489 11.93041830
0.05059000 0.64104399 24.62737332 6.41043989 47.24696210 36.39822387 12.13274129
0.05060000 0.64068942 25.26824079 6.40689425 47.26624971 37.00467556 12.33489185
0.05061000 0.64032576 25.90874914 6.40325755 47.28486556 37.61060132 12.53686711
0.05062000 0.63995298 26.54888926 6.39952985 47.30280939 38.21599256 12.73866419
0.05063000 0.63957112 27.18865207 6.39571119 47.32008094 38.82084066 12.94028022
0.05064000 0.63918016 27.82802847 6.39180164 47.33667996 39.42513703 13.14171234
0.05065000 0.63878012 28.46700937 6.38780125 47.35260623 40.02887308 13.34295769
0.05066000 0.63837101 29.10558570 6.38371007 47.36785951 40.63204023 13.54401341
0.05067000 0.63795282 29.74374836 6.37952816 47.38243959 41.23462992 13.74487664
0.05068000 0.63752556 30.38148831 6.37525559 47.39634626 41.83663356 13.94554452
0.05069000 0.63708924 31.01879646 6.37089241 47.40957933 42.43804262 14.14601421
0.05070000 0.63664387 31.65566377 6.36643869 47.42213860 43.03884854 14.34628285
0.05071000 0.63618945 32.29208118 6.36189448 47.43402389 43.63904278 14.54634759
0.05072000 0.63572599 32.92803965 6.35725986 47.44523504 44.23861681 14.74620560
0.05073000 0.63525349 33.56353014 6.35253489 47.45577189 44.83756211 14.94585404
0.05074000 0.63477196 34.19854362 6.34771963 47.46563429 45.43587018 15.14529006
0.05075000 0.63428142 34.83307106 6.34281416 47.47482210 46.03353250 15.34451083
0.05076000 0.63378185 35.46710345 6.33781854 47.48333519 46.63054058 15.54351353
0.05077000 0.63327328 36.10063177 6.33273285 47.49117343 47.22688593 15.74229531
0.05078000 0.63275572 36.73364702 6.32755715 47.49833672 47.82256009 15.94085336
0.05079000 0.63222915 37.36614020 6.32229153 47.50482495 48.41755459 16.13918486
0.05080000 0.63169361 37.99810233 6.31693606 47.51063803 49.01186096 16.33728699
0.05081000 0.63114908 38.62952442 6.31149080 47.51577588 49.60547077 16.53515692
0.05082000 0.63059558 39.26039750 6.30595585 47.52023843 50.19837557 16.73279186
0.05083000 0.63003313 39.89071260 6.30033127 47.52402561 50.79056694 16.93018898
0.05084000 0.62946172 40.52046077 6.29461715 47.52713737 51.38203647 17.12734549
0.05085000 0.62888136 41.14963305 6.28881357 47.52957366 51.97277574 17.32425858
0.05086000 0.62829206 41.77822050 6.28292062 47.53133445 52.56277637 17.52092546
0.05087000 0.62769384 42.40621420 6.27693837 47.53241972 53.15202996 17.71734332
0.05088000 0.62708669 43.03360520 6.27086691 47.53282944 53.74052815 17.91350938
0.05089000 0.62647063 43.66038461 6.26470632 47.53256362 54.32826256 18.10942085
0.05090000 0.62584567 44.28654350 6.25845670 47.53162226 54.91522485 18.30507495
0.05091000 0.62521181 44.91207298 6.25211814 47.53000536 55.50140667 18.50046889
0.05092000 0.62456907 45.53696416 6.24569072 47.52771296 56.08679969 18.69559990
0.05093000 0.62391745 46.16120817 6.23917453 47.52474509 56.67139560 18.89046520
0.05094000 0.62325697 46.78479611 6.23256967 47.52110178 57.25518608 19.08506203
0.05095000 0.62258762 47.40771915 6.22587623 47.51678310 57.83816283 19.27938761
0.05096000 0.62190943 48.02996841 6.21909431 47.51178909 58.42031758 19.47343919
0.05097000 0.62122240 48.65153506 6.21222400 47.50611984 59.00164205 19.66721402
0.05098000 0.62052654 49.27241027 6.20526540 47.49977542 59.58212797 19.86070932
0.05099000 0.61982186 49.89258520 6.19821861 47.49275592 60.16176710 20.05392237
0.05100000 0.61910837 50.51205105 6.19108373 47.48506145 60.74055119 20.24685040
0.05101000 0.61838609 51.13079902 6.18386087 47.47669211 61.31847203 20.43949068
0.05102000 0.61765501 51.74882030 6.17655011 47.46764802 61.89552140 20.63184047
0.05103000 0.61691516 52.36610611 6.16915157 47.45792931 62.47169109 20.82389703
0.05104000 0.61616654 52.98264769 6.16166536 47.44753612 63.04697293 21.01565764
0.05105000 0.61540916 53.59843627 6.15409157 47.43646859 63.62135873 21.20711958
0.05106000 0.61464303 54.21346309 6.14643032 47.42472688 64.19484032 21.39828011
0.05107000 0.61386817 54.82771942 6.13868172 47.41231117 64.76740957 21.58913652
0.05108000 0.61308459 55.44119652 6.13084587 47.39922162 65.33905833 21.77968611
0.05109000 0.61229229 56.05388569 6.12292289 47.38545842 65.90977847 21.96992616
0.05110000 0.61149129 56.66577820 6.11491289 47.37102178 66.47956189 22.15985396
0.05111000 0.61068160 57.27686537 6.10681598 47.35591188 67.04840049 22.34946683
0.05112000 0.60986323 57.88713851 6.09863228 47.34012895 67.61628619 22.53876206
0.05113000 0.60903619 58.49658894 6.09036191 47.32367322 68.18321090 22.72773697
0.05114000 0.60820050 59.10520800 6.08200498 47.30654491 68.74916658 22.91638886
0.05115000 0.60735616 59.71298705 6.07356161 47.28874426 69.31414519 23.10471506
0.05116000 0.60650319 60.31991745 6.06503192 47.27027155 69.87813868 23.29271289
0.05117000 0.60564160 60.92599056 6.05641603 47.25112701 70.44113906 23.48037969
0.05118000 0.60477141 61.53119778 6.04771407 47.23131093 71.00313831 23.66771277
0.05119000 0.60389262 62.13553051 6.03892615 47.21082360 71.56412844 23.85470948
0.05120000 0.60300524 62.73898015 6.03005241 47.18966529 72.12410150 24.04136717
0.05121000 0.60210930 63.34153813 6.02109297 47.16783631 72.68304951 24.22768317
0.05122000 0.60120480 63.94319589 6.01204796 47.14533697 73.24096453 24.41365484
0.05123000 0.60029175 64.54394488 6.00291750 47.12216759 73.79783864 24.59927955
0.05124000 0.59937017 65.14377655 5.99370173 47.09832851 74.35366391 24.78455464
0.05125000 0.59844008 65.74268238 5.98440077 47.07382005 74.90843246 24.96947749
0.05126000 0.59750148 66.34065387 5.97501476 47.04864256 75.46213639 25.15404546
0.05127000 0.59655438 66.93768251 5.96554383 47.02279642 76.01476783 25.33825594
0.05128000 0.59559881 67.53375981 5.95598812 46.99628197 76.56631894 25.52210631
0.05129000 0.59463478 68.12887731 5.94634777 46.96909960 77.11678188 25.70559396
0.05130000 0.59366229 68.72302655 5.93662290 46.94124970 77.66614881 25.88871627
0.05131000 0.59268137 69.31619908 5.92681365 46.91273266 78.21441193 26.07147064
0.05132000 0.59169202 69.90838647 5.91692018 46.88354889 78.76156346 26.25385449
0.05133000 0.59069426 70.49958031 5.90694261 46.85369879 79.30759560 26.43586520
0.05134000 0.58968811 71.08977219 5.89688109 46.82318280 79.85250061 26.61750020
0.05135000 0.58867358 71.67895373 5.88673577 46.79200135 80.39627074 26.79875691
0.05136000 0.58765068 72.26711656 5.87650678 46.76015489 80.93889827 26.97963276
0.05137000 0.58661943 72.85425231 5.86619427 46.72764385 81.48037547 27.16012516
0.05138000 0.58557984 73.44035263 5.85579839 46.69446872 82.02069465 27.34023155
0.05139000 0.58453193 74.02540921 5.84531929 46.66062995 82.55984814 27.51994938
0.05140000 0.58347571 74.60941372 5.83475711 46.62612803 83.09782827 27.69927609
0.05141000 0.58241120 75.19235787 5.82411201 46.59096345 83.63462740 27.87820913
0.05142000 0.58133841 75.77423336 5.81338413 46.55513671 84.17023789 28.05674596
0.05143000 0.58025736 76.35503194 5.80257363 46.51864832 84.70465214 28.23488405
0.05144000 0.57916807 76.93474534 5.79168067 46.48149879 85.23786254 28.41262085
0.05145000 0.57807054 77.51336533 5.78070539 46.44368866 85.76986153 28.58995384
0.05146000 0.57696480 78.09088368 5.76964796 46.40521847 86.30064154 28.76688051
0.05147000 0.57585085 78.66729219 5.75850852 46.36608875 86.83019503 28.94339834
0.05148000 0.57472872 79.24258266 5.74728725 46.32630007 87.35851446 29.11950482
0.05149000 0.57359843 79.81674692 5.73598429 46.28585298 87.88559234 29.29519745
0.05150000 0.57245998 80.38977680 5.72459982 46.24474808 88.41142117 29.47047372
0.05151000 0.57131340 80.96166417 5.71313398 46.20298593 88.93599348 29.64533116
0.05152000 0.57015869 81.53240089 5.70158695 46.16056714 89.45930181 29.81976727
0.05153000 0.56899589 82.10197886 5.68995888 46.11749230 89.98133873 29.99377958
0.05154000 0.56782499 82.67038997 5.67824995 46.07376203 90.50209681 30.16736560
0.05155000 0.56664603 83.23762616 5.66646032 46.02937695 91.02156865 30.34052288
0.05156000 0.56545902 83.80367935 5.65459015 45.98433769 91.53974688 30.51324896
0.05157000 0.56426396 84.36854151 5.64263962 45.93864489 92.05662413 30.68554138
0.05158000 0.56306089 84.93220460 5.63060890 45.89229920 92.57219305 30.85739768
0.05159000 0.56184981 85.49466062 5.61849815 45.84530128 93.08644631 31.02881544
0.05160000 0.56063076 86.05590157 5.60630755 45.79765180 93.59937661 31.19979220
0.05161000 0.55940373 86.61591947 5.59403727 45.74935143 94.11097665 31.37032555
0.05162000 0.55816875 87.17470637 5.58168749 45.70040087 94.62123917 31.54041306
0.05163000 0.55692584 87.73225433 5.56925838 45.65080079 95.13015691 31.71005230
0.05164000 0.55567501 88.28855541 5.55675012 45.60055192 95.63772264 31.87924088
0.05165000 0.55441629 88.84360172 5.54416289 45.54965497 96.14392915 32.04797638
0.05166000 0.55314969 89.39738536 5.53149686 45.49811065 96.64876923 32.21625641
0.05167000 0.55187522 89.94989847 5.51875222 45.44591970 97.15223573 32.38407858
0.05168000 0.55059291 90.50113319 5.50592914 45.39308287 97.65432148 32.55144049
0.05169000 0.54930278 91.05108169 5.49302781 45.33960090 98.15501934 32.71833978
0.05170000 0.54800484 91.59973615 5.48004842 45.28547455 98.65432220 32.88477407
0.05171000 0.54669911 92.14708878 5.46699114 45.23070460 99.15222297 33.05074099
0.05172000 0.54538562 92.69313179 5.45385616 45.17529182 99.64871457 33.21623819
0.05173000 0.54406437 93.23785743 5.44064367 45.11923700 100.14378993 33.38126331
0.05174000 0.54273539 93.78125795 5.42735385 45.06254093 100.63744203 33.54581401
0.05175000 0.54139869 94.32332563 5.41398691 45.00520443 101.12966385 33.70988795
0.05176000 0.54005430 94.86405276 5.40054301 44.94722830 101.62044840 33.87348280
0.05177000 0.53870224 95.40343167 5.38702237 44.88861337 102.10978869 34.03659623
0.05178000 0.53734252 95.94145468 5.37342516 44.82936047 102.59767777 34.19922592
0.05179000 0.53597516 96.47811416 5.35975158 44.76947045 103.08410872 34.36136957
0.05180000 0.53460018 97.01340246 5.34600183 44.70894416 103.56907461 34.52302487
0.05181000 0.53321761 97.54731199 5.33217611 44.64778246 104.05256856 34.68418952
0.05182000 0.53182746 98.07983516 5.31827460 44.58598621 104.53458369 34.84486123
0.05183000 0.53042975 98.61096439 5.30429750 44.52355629 105.01511315 35.00503772
0.05184000 0.52902450 99.14069214 5.29024502 44.46049360 105.49415012 35.16471671
0.05185000 0.52761174 99.66901089 5.27611735 44.39679902 105.97168777 35.32389592
0.05186000 0.52619147 100.19591312 5.26191470 44.33247347 106.44771934 35.48257311
0.05187000 0.52476373 100.72139134 5.24763727 44.26751785 106.92223805 35.64074602
0.05188000 0.52332853 101.24543808 5.23328525 44.20193310 107.39523716 35.79841239
0.05189000 0.52188589 101.76804591 5.21885886 44.13572014 107.86670994 35.95556998
0.05190000 0.52043583 102.28920738 5.20435830 44.06887991 108.33664970 36.11221657
0.05191000 0.51897838 102.80891510 5.18978377 44.00141336 108.80504975 36.26834992
0.05192000 0.51751355 103.32716168 5.17513548 43.93332146 109.27190345 36.42396782
0.05193000 0.51604136 103.84393975 5.16041364 43.86460517 109.73720415 36.57906805
0.05194000 0.51456185 104.35924196 5.14561846 43.79526546 110.20094524 36.73364841
0.05195000 0.51307502 104.87306100 5.13075015 43.72530333 110.66312013 36.88770671
0.05196000 0.51158089 105.38538956 5.11580893 43.65471977 111.12372225 37.04124075
0.05197000 0.51007950 105.89622036 5.10079499 43.58351577 111.58274506 37.19424835
0.05198000 0.50857086 106.40554614 5.08570856 43.51169235 112.04018203 37.34672734
0.05199000 0.50705499 106.91335967 5.07054985 43.43925054 112.49602666 37.49867555
0.05200000 0.50553191 107.41965371 5.05531908 43.36619136 112.95027248 37.65009083
0.05201000 0.50400165 107.92442109 5.04001646 43.29251585 113.40291302 37.80097101
0.05202000 0.50246422 108.42765462 5.02464222 43.21822506 113.85394185 37.95131395
0.05203000 0.50091966 108.92934715 5.00919656 43.14332004 114.30335257 38.10111752
0.05204000 0.49936797 109.42949155 4.99367970 43.06780186 114.75113879 38.25037960
0.05205000 0.49780919 109.92808072 4.97809188 42.99167159 115.19729413 38.39909804
0.05206000 0.49624333 110.42510757 4.96243331 42.91493031 115.64181227 38.54727076
0.05207000 0.49467042 110.92056504 4.94670421 42.83757912 116.08468688 38.69489563
0.05208000 0.49309048 111.41444607 4.93090481 42.75961911 116.52591168 38.84197056
0.05209000 0.49150353 111.90674366 4.91503532 42.68105139 116.96548038 38.98849346
0.05210000 0.48990960 112.39745081 4.89909599 42.60187708 117.40338674 39.13446225
0.05211000 0.48830870 112.88656054 4.88308703 42.52209730 117.83962454 39.27987485
0.05212000 0.48670087 113.37406590 4.86700866 42.44171319 118.27418758 39.42472919
0.05213000 0.48508611 113.85995997 4.85086113 42.36072588 118.70706968 39.56902323
0.05214000 0.48346447 114.34423583 4.83464466 42.27913654 119.13826469 39.71275490
0.05215000 0.48183595 114.82688661 4.81835947 42.19694632 119.56776648 39.85592216
0.05216000 0.48020058 115.30790544 4.80200581 42.11415639 119.99556895 39.99852298
0.05217000 0.47855839 115.78728549 4.78558390 42.03076792 120.42166602 40.14055534
0.05218000 0.47690940 116.26501995 4.76909397 41.94678210 120.84605162 40.28201721
0.05219000 0.47525363 116.74110203 4.75253627 41.86220012 121.26871974 40.42290658
0.05220000 0.47359110 117.21552495 4.73591102 41.77702319 121.68966436 40.56322145
0.05221000 0.47192185 117.68828199 4.71921846 41.69125251 122.10887951 40.70295984
0.05222000 0.47024588 118.15936641 4.70245883 41.60488931 122.52635921 40.84211974
0.05223000 0.46856324 118.62877153 4.68563237 41.51793481 122.94209754 40.98069918
0.05224000 0.46687393 119.09649067 4.66873932 41.43039025 123.35608860 41.11869620
0.05225000 0.46517799 119.56251718 4.65177992 41.34225688 123.76832649 41.25610883
0.05226000 0.46347544 120.02684445 4.63475440 41.25353593 124.17880536 41.39293512
0.05227000 0.46176630 120.48946586 4.61766301 41.16422869 124.58751937 41.52917312
0.05228000 0.46005060 120.95037486 4.60050600 41.07433641 124.99446272 41.66482091
0.05229000 0.45832836 121.40956488 4.58328360 40.98386037 125.39962962 41.79987654
0.05230000 0.45659961 121.86702941 4.56599606 40.89280186 125.80301432 41.93433811
0.05231000 0.45486436 122.32276193 4.54864363 40.80116217 126.20461107 42.06820369
0.05232000 0.45312266 122.77675598 4.53122656 40.70894261 126.60441418 42.20147139
0.05233000 0.45137451 123.22900510 4.51374508 40.61614448 127.00241796 42.33413932
0.05234000 0.44961995 123.67950286 4.49619946 40.52276911 127.39861675 42.46620558
0.05235000 0.44785899 124.12824286 4.47858993 40.42881782 127.79300493 42.59766831
0.05236000 0.44609168 124.57521872 4.46091676 40.33429195 128.18557689 42.72852563
0.05237000 0.44431802 125.02042410 4.44318018 40.23919283 128.57632704 42.85877568
0.05238000 0.44253805 125.46385266 4.42538046 40.14352183 128.96524985 42.98841662
0.05239000 0.44075178 125.90549809 4.40751784 40.04728031 129.35233977 43.11744659
0.05240000 0.43895926 126.34535414 4.38959258 39.95046962 129.73759130 43.24586377
0.05241000 0.43716049 126.78341453 4.37160494 39.85309114 130.12099898 43.37366633
0.05242000 0.43535552 127.21967305 4.35355517 39.75514627 130.50255735 43.50085245
0.05243000 0.43354435 127.65412350 4.33544352 39.65663638 130.88226099 43.62742033
0.05244000 0.43172703 128.08675970 4.31727025 39.55756289 131.26010451 43.75336817
0.05245000 0.42990356 128.51757551 4.29903563 39.45792720 131.63608252 43.87869417
0.05246000 0.42807399 128.94656479 4.28073991 39.35773072 132.01018970 44.00339657
0.05247000 0.42623834 129.37372146 4.26238335 39.25697488 132.38242072 44.12747357
0.05248000 0.42439662 129.79903944 4.24396622 39.15566112 132.75277029 44.25092343
0.05249000 0.42254888 130.22251269 4.22548876 39.05379086 133.12123316 44.37374439
0.05250000 0.42069513 130.64413520 4.20695126 38.95136556 133.48780407 44.49593469
0.05251000 0.41883540 131.06390095 4.18835396 38.84838668 133.85247783 44.61749261
0.05252000 0.41696971 131.48180400 4.16969714 38.74485568 134.21524925 44.73841642
0.05253000 0.41509811 131.89783841 4.15098106 38.64077403 134.57611317 44.85870439
0.05254000 0.41322060 132.31199825 4.13220598 38.53614320 134.93506447 44.97835482
0.05255000 0.41133722 132.72427764 4.11337217 38.43096470 135.29209804 45.09736601
0.05256000 0.40944799 133.13467073 4.09447991 38.32524000 135.64720881 45.21573627
0.05257000 0.40755295 133.54317169 4.07552945 38.21897062 136.00039173 45.33346391
0.05258000 0.40565211 133.94977469 4.05652107 38.11215806 136.35164179 45.45054726
0.05259000 0.40374550 134.35447398 4.03745504 38.00480384 136.70095399 45.56698466
0.05260000 0.40183316 134.75726379 4.01833163 37.89690949 137.04832337 45.68277446
0.05261000 0.39991511 135.15813840 3.99915111 37.78847654 137.39374498 45.79791499
0.05262000 0.39799137 135.55709212 3.97991375 37.67950653 137.73721393 45.91240464
0.05263000 0.39606198 135.95411927 3.96061983 37.57000102 138.07872533 46.02624178
0.05264000 0.39412696 136.34921421 3.94126962 37.45996155 138.41827432 46.13942477
0.05265000 0.39218634 136.74237132 3.92186339 37.34938969 138.75585608 46.25195203
0.05266000 0.39024014 137.13358503 3.90240143 37.23828701 139.09146581 46.36382194
0.05267000 0.38828840 137.52284976 3.88288400 37.12665510 139.42509875 46.47503292
0.05268000 0.38633114 137.91015999 3.86331139 37.01449553 139.75675015 46.58558338
0.05269000 0.38436839 138.29551021 3.84368388 36.90180991 140.08641529 46.69547176
0.05270000 0.38240017 138.67889494 3.82400174 36.78859983 140.41408950 46.80469650
0.05271000 0.38042652 139.06030874 3.80426525 36.67486690 140.73976811 46.91325604
0.05272000 0.37844747 139.43974619 3.78447469 36.56061274 141.06344649 47.02114883
0.05273000 0.37646303 139.81720189 3.76463035 36.44583898 141.38512006 47.12837335
0.05274000 0.37447325 140.19267048 3.74473250 36.33054723 141.70478423 47.23492808
0.05275000 0.37247814 140.56614661 3.72478143 36.21473915 142.02243446 47.34081149
0.05276000 0.37047774 140.93762500 3.70477743 36.09841638 142.33806623 47.44602208
0.05277000 0.36847208 141.30710035 3.68472077 35.98158057 142.65167507 47.55055836
0.05278000 0.36646117 141.67456741 3.66461174 35.86423339 142.96325651 47.65441884
0.05279000 0.36444506 142.04002096 3.64445064 35.74637649 143.27280613 47.75760204
0.05280000 0.36242377 142.40345581 3.62423773 35.62801155 143.58031952 47.86010651
0.05281000 0.36039733 142.76486679 3.60397332 35.50914027 143.88579232 47.96193077
0.05282000 0.35836577 143.12424876 3.58365769 35.38976432 144.18922018 48.06307339
0.05283000 0.35632911 143.48159663 3.56329112 35.26988540 144.49059880 48.16353293
0.05284000 0.35428739 143.83690530 3.54287392 35.14950522 144.78992388 48.26330796
0.05285000 0.35224064 144.19016973 3.52240636 35.02862549 145.08719118 48.36239706
0.05286000 0.35018887 144.54138490 3.50188874 34.90724793 145.38239647 48.46079882
0.05287000 0.34813214 144.89054582 3.48132135 34.78537425 145.67553555 48.55851185
0.05288000 0.34607045 145.23764753 3.46070448 34.66300620 145.96660426 48.65553475
