# Time(s) i_C(A) V_C(V) V_R5(V) V_L1(V) Vg1(V) Vg2(V)
0.01057000 -0.48681799 -118.66816032 -4.86817989 -41.31251184 -123.21828609 -41.07276203
0.01058000 -0.48508283 -119.15411180 -4.85082833 -41.22681385 -123.63110902 -41.21036967
0.01059000 -0.48333491 -119.63832173 -4.83334909 -41.14056117 -124.04217488 -41.34739163
0.01060000 -0.48157430 -120.12077739 -4.81574297 -41.05375408 -124.45147782 -41.48382594
0.01061000 -0.47980108 -120.60146612 -4.79801080 -40.96639287 -124.85901204 -41.61967068
0.01062000 -0.47801534 -121.08037537 -4.78015342 -40.87847782 -125.26477173 -41.75492391
0.01063000 -0.47621717 -121.55749266 -4.76217169 -40.79000923 -125.66875113 -41.88958371
0.01064000 -0.47440665 -122.03280559 -4.74406648 -40.70098740 -126.07094450 -42.02364817
0.01065000 -0.47258387 -122.50630187 -4.72583869 -40.61141264 -126.47134612 -42.15711537
0.01066000 -0.47074892 -122.97796928 -4.70748923 -40.52128525 -126.86995031 -42.28998344
0.01067000 -0.46890190 -123.44779569 -4.68901902 -40.43060555 -127.26675139 -42.42225046
0.01068000 -0.46704290 -123.91576909 -4.67042900 -40.33937387 -127.66174373 -42.55391458
0.01069000 -0.46517201 -124.38187753 -4.65172012 -40.24759054 -128.05492172 -42.68497391
0.01070000 -0.46328934 -124.84610918 -4.63289335 -40.15525590 -128.44627976 -42.81542659
0.01071000 -0.46139497 -125.30845230 -4.61394967 -40.06237028 -128.83581229 -42.94527076
0.01072000 -0.45948901 -125.76889525 -4.59489009 -39.96893405 -129.22351379 -43.07450460
0.01073000 -0.45757156 -126.22742649 -4.57571560 -39.87494756 -129.60937873 -43.20312624
0.01074000 -0.45564272 -126.68403458 -4.55642724 -39.78041118 -129.99340163 -43.33113388
0.01075000 -0.45370260 -127.13870818 -4.53702603 -39.68532529 -130.37557704 -43.45852568
0.01076000 -0.45175130 -127.59143606 -4.51751304 -39.58969028 -130.75589953 -43.58529984
0.01077000 -0.44978893 -128.04220709 -4.49788931 -39.49350653 -131.13436368 -43.71145456
0.01078000 -0.44781559 -128.49101026 -4.47815592 -39.39677447 -131.51096413 -43.83698804
0.01079000 -0.44583139 -128.93783466 -4.45831395 -39.29949450 -131.88569551 -43.96189850
0.01080000 -0.44383645 -129.38266947 -4.43836450 -39.20166704 -132.25855250 -44.08618417
0.01081000 -0.44183087 -129.82550401 -4.41830868 -39.10329254 -132.62952981 -44.20984327
0.01082000 -0.43981476 -130.26632770 -4.39814760 -39.00437144 -132.99862216 -44.33287405
0.01083000 -0.43778824 -130.70513006 -4.37788239 -38.90490420 -133.36582431 -44.45527477
0.01084000 -0.43575142 -131.14190074 -4.35751418 -38.80489128 -133.73113103 -44.57704368
0.01085000 -0.43370441 -131.57662950 -4.33704411 -38.70433317 -134.09453713 -44.69817904
0.01086000 -0.43164734 -132.00930621 -4.31647336 -38.60323037 -134.45603746 -44.81867915
0.01087000 -0.42958031 -132.43992085 -4.29580307 -38.50158336 -134.81562686 -44.93854229
0.01088000 -0.42750344 -132.86846354 -4.27503442 -38.39939268 -135.17330024 -45.05776675
0.01089000 -0.42541686 -133.29492450 -4.25416858 -38.29665886 -135.52905251 -45.17635084
0.01090000 -0.42332068 -133.71929406 -4.23320675 -38.19338243 -135.88287861 -45.29429287
0.01091000 -0.42121501 -134.14156269 -4.21215012 -38.08956395 -136.23477351 -45.41159117
0.01092000 -0.41909999 -134.56172096 -4.19099989 -37.98520399 -136.58473222 -45.52824407
0.01093000 -0.41697573 -134.97975959 -4.16975727 -37.88030314 -136.93274975 -45.64424992
0.01094000 -0.41484235 -135.39566938 -4.14842347 -37.77486198 -137.27882117 -45.75960706
0.01095000 -0.41269997 -135.80944128 -4.12699971 -37.66888115 -137.62294155 -45.87431385
0.01096000 -0.41054872 -136.22106636 -4.10548722 -37.56236125 -137.96510600 -45.98836867
0.01097000 -0.40838872 -136.63053581 -4.08388722 -37.45530294 -138.30530966 -46.10176989
0.01098000 -0.40622010 -137.03784093 -4.06220096 -37.34770686 -138.64354770 -46.21451590
0.01099000 -0.40404297 -137.44297317 -4.04042967 -37.23957369 -138.97981531 -46.32660510
0.01100000 -0.40185746 -137.84592407 -4.01857459 -37.13090412 -139.31410771 -46.43803590
0.01101000 -0.39966370 -138.24668533 -3.99663698 -37.02169885 -139.64642014 -46.54880671
0.01102000 -0.39746181 -138.64524876 -3.97461808 -36.91195859 -139.97674789 -46.65891596
0.01103000 -0.39525192 -139.04160628 -3.95251915 -36.80168408 -140.30508626 -46.76836209
0.01104000 -0.39303414 -139.43574996 -3.93034144 -36.69087607 -140.63143059 -46.87714353
0.01105000 -0.39080862 -139.82767199 -3.90808622 -36.57953533 -140.95577623 -46.98525874
0.01106000 -0.38857547 -140.21736466 -3.88575474 -36.46766264 -141.27811858 -47.09270619
0.01107000 -0.38633483 -140.60482044 -3.86334827 -36.35525880 -141.59845305 -47.19948435
0.01108000 -0.38408681 -140.99003186 -3.84086807 -36.24232464 -141.91677510 -47.30559170
0.01109000 -0.38183154 -141.37299163 -3.81831541 -36.12886097 -142.23308019 -47.41102673
0.01110000 -0.37956915 -141.75369257 -3.79569155 -36.01486867 -142.54736384 -47.51578795
0.01111000 -0.37729978 -142.13212761 -3.77299775 -35.90034859 -142.85962157 -47.61987386
0.01112000 -0.37502353 -142.50828983 -3.75023529 -35.78530162 -143.16984895 -47.72328298
0.01113000 -0.37274054 -142.88217242 -3.72740543 -35.66972867 -143.47804157 -47.82601386
0.01114000 -0.37045094 -143.25376871 -3.70450944 -35.55363067 -143.78419505 -47.92806502
0.01115000 -0.36815486 -143.62307215 -3.68154857 -35.43700856 -144.08830504 -48.02943501
0.01116000 -0.36585241 -143.99007631 -3.65852409 -35.31986329 -144.39036722 -48.13012241
0.01117000 -0.36354373 -144.35477489 -3.63543727 -35.20219584 -144.69037729 -48.23012576
0.01118000 -0.36122894 -144.71716173 -3.61228937 -35.08400722 -144.98833099 -48.32944366
0.01119000 -0.35890816 -145.07723077 -3.58908163 -34.96529844 -145.28422408 -48.42807469
0.01120000 -0.35658153 -145.43497610 -3.56581532 -34.84607053 -145.57805236 -48.52601745
0.01121000 -0.35424917 -145.79039192 -3.54249168 -34.72632456 -145.86981166 -48.62327055
0.01122000 -0.35191120 -146.14347257 -3.51911198 -34.60606158 -146.15949782 -48.71983261
0.01123000 -0.34956774 -146.49421249 -3.49567744 -34.48528270 -146.44710673 -48.81570224
0.01124000 -0.34721893 -146.84260627 -3.47218932 -34.36398904 -146.73263431 -48.91087810
0.01125000 -0.34486488 -147.18864861 -3.44864885 -34.24218171 -147.01607649 -49.00535883
0.01126000 -0.34250573 -147.53233433 -3.42505726 -34.11986187 -147.29742925 -49.09914308
0.01127000 -0.34014158 -147.87365840 -3.40141579 -33.99703070 -147.57668858 -49.19222953
0.01128000 -0.33777257 -148.21261587 -3.37772566 -33.87368938 -147.85385052 -49.28461684
0.01129000 -0.33539881 -148.54920195 -3.35398809 -33.74983913 -148.12891114 -49.37630371
0.01130000 -0.33302043 -148.88341195 -3.33020429 -33.62548118 -148.40186651 -49.46728884
0.01131000 -0.33063755 -149.21524131 -3.30637546 -33.50061677 -148.67271276 -49.55757092
0.01132000 -0.32825028 -149.54468558 -3.28250282 -33.37524719 -148.94144605 -49.64714868
0.01133000 -0.32585876 -149.87174045 -3.25858756 -33.24937371 -149.20806254 -49.73602085
0.01134000 -0.32346309 -150.19640171 -3.23463086 -33.12299766 -149.47255846 -49.82418615
0.01135000 -0.32106339 -150.51866528 -3.21063392 -32.99612036 -149.73493005 -49.91164335
0.01136000 -0.31865979 -150.83852719 -3.18659790 -32.86874317 -149.99517357 -49.99839119
0.01137000 -0.31625240 -151.15598360 -3.16252398 -32.74086746 -150.25328533 -50.08442844
0.01138000 -0.31384133 -151.47103076 -3.13841331 -32.61249463 -150.50926165 -50.16975388
0.01139000 -0.31142671 -151.78366507 -3.11426706 -32.48362607 -150.76309890 -50.25436630
0.01140000 -0.30900864 -152.09388303 -3.09008636 -32.35426324 -151.01479348 -50.33826449
0.01141000 -0.30658724 -152.40168124 -3.06587235 -32.22440759 -151.26434181 -50.42144727
0.01142000 -0.30416262 -152.70705642 -3.04162617 -32.09406058 -151.51174033 -50.50391344
0.01143000 -0.30173489 -153.01000543 -3.01734894 -31.96322372 -151.75698553 -50.58566184
0.01144000 -0.29930418 -153.31052521 -2.99304176 -31.83189852 -152.00007393 -50.66669131
0.01145000 -0.29687057 -153.60861282 -2.96870574 -31.70008651 -152.24100208 -50.74700069
0.01146000 -0.29443420 -153.90426544 -2.94434197 -31.56778927 -152.47976654 -50.82658885
0.01147000 -0.29199515 -154.19748033 -2.91995154 -31.43500836 -152.71636393 -50.90545464
0.01148000 -0.28955355 -154.48825489 -2.89553553 -31.30174537 -152.95079088 -50.98359696
0.01149000 -0.28710950 -154.77658662 -2.87109500 -31.16800194 -153.18304406 -51.06101469
0.01150000 -0.28466310 -155.06247311 -2.84663100 -31.03377970 -153.41312017 -51.13770672
0.01151000 -0.28221446 -155.34591207 -2.82214458 -30.89908031 -153.64101594 -51.21367198
0.01152000 -0.27976368 -155.62690131 -2.79763677 -30.76390544 -153.86672813 -51.28890938
0.01153000 -0.27731086 -155.90543875 -2.77310861 -30.62825681 -154.09025354 -51.36341785
0.01154000 -0.27485611 -156.18152239 -2.74856109 -30.49213613 -154.31158898 -51.43719633
0.01155000 -0.27239952 -156.45515035 -2.72399523 -30.35554514 -154.53073131 -51.51024377
0.01156000 -0.26994120 -156.72632086 -2.69941202 -30.21848560 -154.74767742 -51.58255914
0.01157000 -0.26748124 -156.99503221 -2.67481244 -30.08095930 -154.96242422 -51.65414141
0.01158000 -0.26501975 -157.26128283 -2.65019746 -29.94296803 -155.17496867 -51.72498956
0.01159000 -0.26255680 -157.52507122 -2.62556803 -29.80451362 -155.38530773 -51.79510258
0.01160000 -0.26009251 -157.78639599 -2.60092511 -29.66559791 -155.59343842 -51.86447947
0.01161000 -0.25762696 -158.04525583 -2.57626962 -29.52622276 -155.79935779 -51.93311926
0.01162000 -0.25516025 -158.30164953 -2.55160250 -29.38639006 -156.00306290 -52.00102097
0.01163000 -0.25269246 -158.55557597 -2.52692465 -29.24610170 -156.20455087 -52.06818362
0.01164000 -0.25022370 -158.80703413 -2.50223697 -29.10535961 -156.40381882 -52.13460627
0.01165000 -0.24775403 -159.05602307 -2.47754035 -28.96416572 -156.60086392 -52.20028797
0.01166000 -0.24528357 -159.30254193 -2.45283566 -28.82252200 -156.79568339 -52.26522780
0.01167000 -0.24281238 -159.54658996 -2.42812377 -28.68043043 -156.98827443 -52.32942481
0.01168000 -0.24034055 -159.78816647 -2.40340552 -28.53789299 -157.17863433 -52.39287811
0.01169000 -0.23786818 -160.02727088 -2.37868176 -28.39491173 -157.36676037 -52.45558679
0.01170000 -0.23539533 -160.26390267 -2.35395330 -28.25148866 -157.55264988 -52.51754996
0.01171000 -0.23292210 -160.49806141 -2.32922096 -28.10762584 -157.73630022 -52.57876674
0.01172000 -0.23044855 -160.72974676 -2.30448554 -27.96332536 -157.91770878 -52.63923626
0.01173000 -0.22797478 -160.95895844 -2.27974783 -27.81858930 -158.09687298 -52.69895766
0.01174000 -0.22550086 -161.18569627 -2.25500859 -27.67341977 -158.27379027 -52.75793009
0.01175000 -0.22302686 -161.40996013 -2.23026859 -27.52781891 -158.44845814 -52.81615271
0.01176000 -0.22055286 -161.63174999 -2.20552858 -27.38178887 -158.62087410 -52.87362470
0.01177000 -0.21807893 -161.85106587 -2.18078928 -27.23533181 -158.79103572 -52.93034524
0.01178000 -0.21560514 -162.06790789 -2.15605142 -27.08844991 -158.95894056 -52.98631352
0.01179000 -0.21313157 -162.28227623 -2.13131571 -26.94114539 -159.12458624 -53.04152875
0.01180000 -0.21065828 -162.49417113 -2.10658284 -26.79342045 -159.28797041 -53.09599014
0.01181000 -0.20818535 -162.70359292 -2.08185350 -26.64527735 -159.44909074 -53.14969691
0.01182000 -0.20571283 -162.91054197 -2.05712834 -26.49671833 -159.60794495 -53.20264832
0.01183000 -0.20324080 -163.11501875 -2.03240802 -26.34774566 -159.76453078 -53.25484359
0.01184000 -0.20076932 -163.31702376 -2.00769319 -26.19836165 -159.91884600 -53.30628200
0.01185000 -0.19829845 -163.51655759 -1.98298447 -26.04856859 -160.07088842 -53.35696281
0.01186000 -0.19582825 -163.71362087 -1.95828247 -25.89836881 -160.22065588 -53.40688529
0.01187000 -0.19335878 -163.90821432 -1.93358780 -25.74776464 -160.36814625 -53.45604875
0.01188000 -0.19089010 -164.10033870 -1.90890104 -25.59675846 -160.51335743 -53.50445248
0.01189000 -0.18842228 -164.28999482 -1.88422276 -25.44535262 -160.65628736 -53.55209579
0.01190000 -0.18595535 -164.47718355 -1.85955354 -25.29354953 -160.79693401 -53.59897800
0.01191000 -0.18348939 -164.66190584 -1.83489390 -25.14135157 -160.93529538 -53.64509846
0.01192000 -0.18102444 -164.84416267 -1.81024439 -24.98876118 -161.07136950 -53.69045650
0.01193000 -0.17856055 -165.02395508 -1.78560552 -24.83578080 -161.20515444 -53.73505148
0.01194000 -0.17609778 -165.20128415 -1.76097781 -24.68241286 -161.33664830 -53.77888277
0.01195000 -0.17363617 -165.37615103 -1.73636174 -24.52865985 -161.46584921 -53.82194974
0.01196000 -0.17117578 -165.54855690 -1.71175780 -24.37452424 -161.59275534 -53.86425178
0.01197000 -0.16871664 -165.71850301 -1.68716645 -24.22000853 -161.71736487 -53.90578829
0.01198000 -0.16625881 -165.88599063 -1.66258814 -24.06511523 -161.83967604 -53.94655868
0.01199000 -0.16380233 -166.05102108 -1.63802332 -23.90984686 -161.95968711 -53.98656237
0.01200000 -0.16134724 -166.21359575 -1.61347241 -23.75420597 -162.07739637 -54.02579879
0.01201000 -0.15889358 -166.37371604 -1.58893583 -23.59819510 -162.19280216 -54.06426739
0.01202000 -0.15644140 -166.53138341 -1.56441397 -23.44181684 -162.30590282 -54.10196761
0.01203000 -0.15399072 -166.68659934 -1.53990723 -23.28507375 -162.41669676 -54.13889892
0.01204000 -0.15154160 -166.83936537 -1.51541598 -23.12796843 -162.52518240 -54.17506080
0.01205000 -0.14909406 -166.98968307 -1.49094059 -22.97050349 -162.63135820 -54.21045273
0.01206000 -0.14664814 -167.13755403 -1.46648139 -22.81268156 -162.73522265 -54.24507422
0.01207000 -0.14420387 -167.28297990 -1.44203873 -22.65450525 -162.83677426 -54.27892475
0.01208000 -0.14176129 -167.42596234 -1.41761294 -22.49597722 -162.93601161 -54.31200387
0.01209000 -0.13932043 -167.56650306 -1.39320433 -22.33710013 -163.03293328 -54.34431109
0.01210000 -0.13688132 -167.70460379 -1.36881318 -22.17787664 -163.12753788 -54.37584596
0.01211000 -0.13444398 -167.84026629 -1.34443980 -22.01830944 -163.21982408 -54.40660803
0.01212000 -0.13200845 -167.97349235 -1.32008446 -21.85840122 -163.30979057 -54.43659686
0.01213000 -0.12957474 -168.10428379 -1.29574742 -21.69815468 -163.39743607 -54.46581202
0.01214000 -0.12714289 -168.23264245 -1.27142893 -21.53757254 -163.48275932 -54.49425311
0.01215000 -0.12471292 -168.35857020 -1.24712922 -21.37665753 -163.56575913 -54.52191971
0.01216000 -0.12228485 -168.48206893 -1.22284854 -21.21541238 -163.64643430 -54.54881143
0.01217000 -0.11985871 -168.60314055 -1.19858708 -21.05383985 -163.72478369 -54.57492790
0.01218000 -0.11743451 -168.72178700 -1.17434506 -20.89194268 -163.80080619 -54.60026873
0.01219000 -0.11501227 -168.83801022 -1.15012267 -20.72972365 -163.87450072 -54.62483357
0.01220000 -0.11259201 -168.95181219 -1.12592009 -20.56718553 -163.94586624 -54.64862208
0.01221000 -0.11017375 -169.06319490 -1.10173749 -20.40433111 -164.01490171 -54.67163390
0.01222000 -0.10775750 -169.17216036 -1.07757502 -20.24116320 -164.08160618 -54.69386873
0.01223000 -0.10534328 -169.27871058 -1.05343284 -20.07768458 -164.14597868 -54.71532623
0.01224000 -0.10293111 -169.38284761 -1.02931108 -19.91389808 -164.20801830 -54.73600610
0.01225000 -0.10052099 -169.48457348 -1.00520987 -19.74980652 -164.26772416 -54.75590805
0.01226000 -0.09811293 -169.58389027 -0.98112932 -19.58541274 -164.32509541 -54.77503180
0.01227000 -0.09570695 -169.68080004 -0.95706955 -19.42071956 -164.38013125 -54.79337708
0.01228000 -0.09330306 -169.77530487 -0.93303063 -19.25572985 -164.43283087 -54.81094362
0.01229000 -0.09090127 -169.86740686 -0.90901267 -19.09044644 -164.48319354 -54.82773118
0.01230000 -0.08850157 -169.95710811 -0.88501573 -18.92487221 -164.53121854 -54.84373951
0.01231000 -0.08610399 -170.04441071 -0.86103988 -18.75901003 -164.57690519 -54.85896840
0.01232000 -0.08370852 -170.12931679 -0.83708518 -18.59286277 -164.62025284 -54.87341761
0.01233000 -0.08131517 -170.21182846 -0.81315167 -18.42643331 -164.66126086 -54.88708695
0.01234000 -0.07892394 -170.29194783 -0.78923938 -18.25972455 -164.69992869 -54.89997623
0.01235000 -0.07653484 -170.36967704 -0.76534836 -18.09273938 -164.73625577 -54.91208526
0.01236000 -0.07414786 -170.44501821 -0.74147860 -17.92548070 -164.77024158 -54.92341386
0.01237000 -0.07176301 -170.51797347 -0.71763013 -17.75795142 -164.80188564 -54.93396188
0.01238000 -0.06938029 -170.58854495 -0.69380295 -17.59015446 -164.83118750 -54.94372917
0.01239000 -0.06699970 -170.65673477 -0.66999704 -17.42209273 -164.85814674 -54.95271558
0.01240000 -0.06462124 -170.72254507 -0.64621239 -17.25376916 -164.88276299 -54.96092100
0.01241000 -0.06224490 -170.78597796 -0.62244899 -17.08518668 -164.90503588 -54.96834529
0.01242000 -0.05987068 -170.84703557 -0.59870678 -16.91634821 -164.92496511 -54.97498837
0.01243000 -0.05749857 -170.90572002 -0.57498574 -16.74725670 -164.94255039 -54.98085013
0.01244000 -0.05512858 -170.96203342 -0.55128582 -16.57791510 -164.95779148 -54.98593049
0.01245000 -0.05276070 -171.01597789 -0.52760697 -16.40832634 -164.97068814 -54.99022938
0.01246000 -0.05039491 -171.06755552 -0.50394911 -16.23849337 -164.98124021 -54.99374674
0.01247000 -0.04803122 -171.11676841 -0.48031219 -16.06841916 -164.98944753 -54.99648251
0.01248000 -0.04566961 -171.16361865 -0.45669612 -15.89810665 -164.99530999 -54.99843666
0.01249000 -0.04331008 -171.20810832 -0.43310082 -15.72755881 -164.99882749 -54.99960916
0.01250000 -0.04095262 -171.25023950 -0.40952620 -15.55677859 -165.00000000 -55.00000000
0.01251000 -0.03859722 -171.29001425 -0.38597217 -15.38576898 -164.99882749 -54.99960916
0.01252000 -0.03624386 -171.32743462 -0.36243863 -15.21453292 -164.99530999 -54.99843666
0.01253000 -0.03389255 -171.36250265 -0.33892546 -15.04307340 -164.98944753 -54.99648251
0.01254000 -0.03154325 -171.39522039 -0.31543255 -14.87139338 -164.98124021 -54.99374674
0.01255000 -0.02919598 -171.42558983 -0.29195978 -14.69949584 -164.97068814 -54.99022938
0.01256000 -0.02685070 -171.45361301 -0.26850703 -14.52738376 -164.95779148 -54.98593049
0.01257000 -0.02450742 -171.47929190 -0.24507416 -14.35506011 -164.94255039 -54.98085013
0.01258000 -0.02216611 -171.50262850 -0.22166105 -14.18252786 -164.92496511 -54.97498837
0.01259000 -0.01982675 -171.52362477 -0.19826755 -14.00979001 -164.90503588 -54.96834529
0.01260000 -0.01748935 -171.54228266 -0.17489351 -13.83684952 -164.88276299 -54.96092100
0.01261000 -0.01515388 -171.55860411 -0.15153879 -13.66370939 -164.85814674 -54.95271558
0.01262000 -0.01282032 -171.57259105 -0.12820322 -13.49037258 -164.83118750 -54.94372917
0.01263000 -0.01048867 -171.58424539 -0.10488667 -13.31684208 -164.80188564 -54.93396188
0.01264000 -0.00815889 -171.59356902 -0.08158895 -13.14312088 -164.77024158 -54.92341386
0.01265000 -0.00583099 -171.60056380 -0.05830991 -12.96921194 -164.73625577 -54.91208526
0.01266000 -0.00350494 -171.60523161 -0.03504937 -12.79511826 -164.69992869 -54.89997623
0.01267000 -0.00118072 -171.60757429 -0.01180717 -12.62084281 -164.66126086 -54.88708695
0.01268000 0.00114169 -171.60759365 0.01141687 -12.44638857 -164.62025284 -54.87341761
0.01269000 0.00346229 -171.60529151 0.03462294 -12.27175852 -164.57690519 -54.85896840
0.01270000 0.00578112 -171.60066966 0.05781120 -12.09695564 -164.53121854 -54.84373951
0.01271000 0.00809819 -171.59372986 0.08098186 -11.92198289 -164.48319354 -54.82773118
0.01272000 0.01041351 -171.58447387 0.10413508 -11.74684326 -164.43283087 -54.81094362
0.01273000 0.01272711 -171.57290342 0.12727107 -11.57153972 -164.38013125 -54.79337708
0.01274000 0.01503900 -171.55902022 0.15039001 -11.39607524 -164.32509541 -54.77503180
0.01275000 0.01734921 -171.54282598 0.17349210 -11.22045277 -164.26772416 -54.75590805
0.01276000 0.01965775 -171.52432236 0.19657753 -11.04467530 -164.20801830 -54.73600610
0.01277000 0.02196465 -171.50351102 0.21964649 -10.86874579 -164.14597868 -54.71532623
0.01278000 0.02426992 -171.48039360 0.24269919 -10.69266719 -164.08160618 -54.69386873
0.01279000 0.02657358 -171.45497172 0.26573582 -10.51644246 -164.01490171 -54.67163390
0.01280000 0.02887566 -171.42724697 0.28875658 -10.34007456 -163.94586624 -54.64862208
0.01281000 0.03117617 -171.39722093 0.31176167 -10.16356644 -163.87450072 -54.62483357
0.01282000 0.03347513 -171.36489515 0.33475129 -9.98692105 -163.80080619 -54.60026873
0.01283000 0.03577256 -171.33027118 0.35772565 -9.81014134 -163.72478369 -54.57492790
0.01284000 0.03806849 -171.29335052 0.38068493 -9.63323024 -163.64643430 -54.54881143
0.01285000 0.04036294 -171.25413469 0.40362936 -9.45619070 -163.56575913 -54.52191971
0.01286000 0.04265591 -171.21262514 0.42655911 -9.27902566 -163.48275932 -54.49425311
0.01287000 0.04494744 -171.16882335 0.44947441 -9.10173803 -163.39743607 -54.46581202
0.01288000 0.04723754 -171.12273074 0.47237544 -8.92433075 -163.30979057 -54.43659686
0.01289000 0.04952624 -171.07434873 0.49526240 -8.74680675 -163.21982408 -54.40660803
0.01290000 0.05181355 -171.02367872 0.51813550 -8.56916893 -163.12753788 -54.37584596
0.01291000 0.05409949 -170.97072208 0.54099493 -8.39142022 -163.03293328 -54.34431109
0.01292000 0.05638409 -170.91548018 0.56384089 -8.21356351 -162.93601161 -54.31200387
0.01293000 0.05866736 -170.85795435 0.58667358 -8.03560173 -162.83677426 -54.27892475
0.01294000 0.06094932 -170.79814590 0.60949318 -7.85753776 -162.73522265 -54.24507422
0.01295000 0.06322999 -170.73605614 0.63229989 -7.67937449 -162.63135820 -54.21045273
0.01296000 0.06550939 -170.67168635 0.65509389 -7.50111483 -162.52518240 -54.17506080
0.01297000 0.06778754 -170.60503778 0.67787539 -7.32276165 -162.41669676 -54.13889892
0.01298000 0.07006446 -170.53611168 0.70064456 -7.14431783 -162.30590282 -54.10196761
0.01299000 0.07234016 -170.46490927 0.72340158 -6.96578625 -162.19280216 -54.06426739
0.01300000 0.07461466 -170.39143176 0.74614664 -6.78716976 -162.07739637 -54.02579879
0.01301000 0.07688799 -170.31568034 0.76887992 -6.60847124 -161.95968711 -53.98656237
0.01302000 0.07916016 -170.23765617 0.79160159 -6.42969355 -161.83967604 -53.94655868
0.01303000 0.08143118 -170.15736040 0.81431182 -6.25083952 -161.71736487 -53.90578829
0.01304000 0.08370108 -170.07479418 0.83701079 -6.07191201 -161.59275534 -53.86425178
0.01305000 0.08596987 -169.98995861 0.85969866 -5.89291385 -161.46584921 -53.82194974
0.01306000 0.08823756 -169.90285481 0.88237559 -5.71384787 -161.33664830 -53.77888277
0.01307000 0.09050417 -169.81348385 0.90504175 -5.53471691 -161.20515444 -53.73505148
0.01308000 0.09276973 -169.72184682 0.92769728 -5.35552378 -161.07136950 -53.69045650
0.01309000 0.09503424 -169.62794475 0.95034235 -5.17627129 -160.93529538 -53.64509846
0.01310000 0.09729771 -169.53177869 0.97297710 -4.99696225 -160.79693401 -53.59897800
0.01311000 0.09956017 -169.43334967 0.99560167 -4.81759946 -160.65628736 -53.55209579
0.01312000 0.10182162 -169.33265869 1.01821620 -4.63818572 -160.51335743 -53.50445248
0.01313000 0.10408208 -169.22970676 1.04082084 -4.45872380 -160.36814625 -53.45604875
0.01314000 0.10634157 -169.12449485 1.06341570 -4.27921650 -160.22065588 -53.40688529
0.01315000 0.10860009 -169.01702394 1.08600093 -4.09966658 -160.07088842 -53.35696281
0.01316000 0.11085766 -168.90729498 1.10857664 -3.92007681 -159.91884600 -53.30628200
0.01317000 0.11311429 -168.79530892 1.13114294 -3.74044995 -159.76453078 -53.25484359
0.01318000 0.11537000 -168.68106670 1.15369995 -3.56078875 -159.60794495 -53.20264832
0.01319000 0.11762478 -168.56456924 1.17624779 -3.38109595 -159.44909074 -53.14969691
0.01320000 0.11987865 -168.44581745 1.19878654 -3.20137430 -159.28797041 -53.09599014
0.01321000 0.12213163 -168.32481223 1.22131631 -3.02162653 -159.12458624 -53.04152875
0.01322000 0.12438372 -168.20155448 1.24383719 -2.84185535 -158.95894056 -52.98631352
0.01323000 0.12663493 -168.07604509 1.26634927 -2.66206348 -158.79103572 -52.93034524
0.01324000 0.12888526 -167.94828492 1.28885262 -2.48225364 -158.62087410 -52.87362470
0.01325000 0.13113473 -167.81827485 1.31134733 -2.30242852 -158.44845814 -52.81615271
0.01326000 0.13338335 -167.68601574 1.33383346 -2.12259082 -158.27379027 -52.75793009
0.01327000 0.13563111 -167.55150844 1.35631107 -1.94274323 -158.09687298 -52.69895766
0.01328000 0.13787802 -167.41475381 1.37878023 -1.76288842 -157.91770878 -52.63923626
0.01329000 0.14012410 -167.27575267 1.40124099 -1.58302907 -157.73630022 -52.57876674
0.01330000 0.14236934 -167.13450589 1.42369338 -1.40316783 -157.55264988 -52.51754996
0.01331000 0.14461375 -166.99101428 1.44613746 -1.22330738 -157.36676037 -52.45558679
0.01332000 0.14685733 -166.84527867 1.46857325 -1.04345035 -157.17863433 -52.39287811
0.01333000 0.14910008 -166.69729990 1.49100079 -0.86359939 -156.98827443 -52.32942481
0.01334000 0.15134201 -166.54707879 1.51342009 -0.68375713 -156.79568339 -52.26522780
0.01335000 0.15358312 -166.39461616 1.53583116 -0.50392620 -156.60086392 -52.20028797
0.01336000 0.15582340 -166.23991283 1.55823402 -0.32410921 -156.40381882 -52.13460627
0.01337000 0.15806287 -166.08296963 1.58062867 -0.14430878 -156.20455087 -52.06818362
0.01338000 0.16030151 -165.92378737 1.60301509 0.03547248 -156.00306290 -52.00102097
0.01339000 0.16253933 -165.76236688 1.62539329 0.21523199 -155.79935779 -51.93311926
0.01340000 0.16477632 -165.59870899 1.64776324 0.39496716 -155.59343842 -51.86447947
0.01341000 0.16701249 -165.43281451 1.67012491 0.57467540 -155.38530773 -51.79510258
0.01342000 0.16924783 -165.26468428 1.69247827 0.75435414 -155.17496867 -51.72498956
0.01343000 0.17148233 -165.09431914 1.71482329 0.93400082 -154.96242422 -51.65414141
0.01344000 0.17371599 -164.92171991 1.73715991 1.11361287 -154.74767742 -51.58255914
0.01345000 0.17594881 -164.74688744 1.75948809 1.29318776 -154.53073131 -51.51024377
0.01346000 0.17818078 -164.56982257 1.78180775 1.47272293 -154.31158898 -51.43719633
0.01347000 0.18041188 -164.39052617 1.80411885 1.65221585 -154.09025354 -51.36341785
0.01348000 0.18264213 -164.20899909 1.82642129 1.83166400 -153.86672813 -51.28890938
0.01349000 0.18487150 -164.02524220 1.84871501 2.01106485 -153.64101594 -51.21367198
0.01350000 0.18709999 -163.83925638 1.87099991 2.19041589 -153.41312017 -51.13770672
